season,tournament,level,surface,date,match_id,player1,player2,winner,score,round,p1_slug,p2_slug,p1_aces,p2_aces,p1_df,p2_df,p1_1stin_pct,p2_1stin_pct,p1_1stwon,p1_1sttotal,p2_1stwon,p2_1sttotal,p1_2ndwon,p1_2ndtotal,p2_2ndwon,p2_2ndtotal,p1_bpsaved,p1_bpfaced,p2_bpsaved,p2_bpfaced
2026,Dubai,atp250,hard,2026-02-24,Oj0zcvNE,Marozsan F.,Rinderknech A.,Rinderknech A.,1:2,1,marozsan-fabian,rinderknech-arthur,7,13,,,,,38,52,45,58,19,38,10,21,,,,
2026,Dubai,atp250,hard,2026-02-24,lKONzl6C,Mensik J.,Hurkacz H.,Hurkacz H.,2:0,2,mensik-jakub,hurkacz-hubert,11,10,,,,,36,37,39,49,15,27,11,24,,,,
2026,Dubai,atp250,hard,2026-02-24,dpSVYRzP,Popyrin A.,Majchrzak K.,Majchrzak K.,2:1,2,popyrin-alexei,majchrzak-kamil,10,4,,,,,42,54,34,42,13,21,18,39,,,,
2026,Dubai,atp250,hard,2026-02-24,jHKA0GTr,Virtanen O.,Griekspoor T.,Griekspoor T.,0:2,0,virtanen-otto,griekspoor-tallon,10,6,,,,,21,28,28,35,9,22,16,24,,,,
2026,Dubai,atp250,hard,2026-02-24,nLVW7by9,Struff Jan L.,Bublik A.,Bublik A.,0:2,0,struff-jan-lennard,bublik-alexander,9,12,,,,,30,44,29,35,6,14,10,17,,,,
2026,Santiago,atp250,hard,2026-02-24,bLnbfRRq,Moeller E.,Burruchaga Roman A.,Burruchaga Roman A.,2:1,2,moeller-elmer,burruchaga-roman-andres,2,4,,,,,27,54,38,62,21,42,17,36,,,,
2026,Santiago,atp250,hard,2026-02-24,GrbXev3l,Nava E.,Berrettini M.,Berrettini M.,2:0,2,nava-emilio,berrettini-matteo,4,3,,,,,32,38,27,37,13,25,6,13,,,,
2026,Santiago,atp250,hard,2026-02-24,0diPT9Y8,Jarry N.,Prizmic D.,Prizmic D.,1:2,1,jarry-nicolas,prizmic-dino,4,7,,,,,37,61,33,47,14,28,23,39,,,,
2026,Santiago,atp250,hard,2026-02-24,UXtPQTgH,Soto M.,Gaubas V.,Gaubas V.,0:2,0,soto-matias,gaubas-vilius,1,5,,,,,14,28,30,45,18,37,9,13,,,,
2026,Santiago,atp250,hard,2026-02-24,pdy0EnJF,Tirante Thiago A.,Buse I.,Buse I.,2:1,2,tirante-thiago-agustin,buse-ignacio,13,5,,,,,44,61,44,62,19,41,24,49,,,,
2026,Santiago,atp250,hard,2026-02-24,SxdSam4M,Cerundolo Juan M.,Garin C.,Garin C.,1:2,1,cerundolo-juan-manuel,garin-cristian,2,2,,,,,26,48,34,53,13,25,16,39,,,,
2026,Santiago,atp250,hard,2026-02-24,KChK19Z9,Navone M.,Kopriva V.,Kopriva V.,1:1,1,navone-mariano,kopriva-vit,0,1,,,,,20,31,20,32,12,19,11,30,,,,
2026,Acapulco,atp500,hard,2026-02-25,jumOd0b4,Zverev A.,Moutet C.,Zverev A.,2:0,2,zverev-alexander,moutet-corentin,7,2,,,,,30,38,25,43,6,10,12,21,,,,
2026,Acapulco,atp500,hard,2026-02-25,Y11znqpn,Atmane T.,Dimitrov G.,Dimitrov G.,2:0,2,atmane-terence,dimitrov-grigor,5,4,,,,,29,35,31,40,9,17,6,23,,,,
2026,Acapulco,atp500,hard,2026-02-25,EiXLgoNk,Ruud C.,Wu Y.,Wu Y.,0:2,0,ruud-casper,wu-yibing,12,6,,,,,40,55,37,49,14,26,20,30,,,,
2026,Acapulco,atp500,hard,2026-02-25,0SLND6EL,Mannarino A.,Shimabukuro S.,Shimabukuro S.,0:2,0,mannarino-adrian,shimabukuro-sho,5,3,,,,,22,30,26,37,11,25,15,21,,,,
2026,Acapulco,atp500,hard,2026-02-25,tS4rpNEb,Duckworth J.,Svrcina D.,Svrcina D.,0:2,0,duckworth-james,svrcina-dalibor,5,2,,,,,23,38,21,26,15,39,11,22,,,,
2026,Acapulco,atp500,hard,2026-02-25,pMlvgIcT,Pacheco Mendez R.,Cobolli F.,Cobolli F.,0:2,0,pacheco-mendez-rodrigo,cobolli-flavio,5,10,,,,,36,54,32,37,14,25,22,42,,,,
2026,Acapulco,atp500,hard,2026-02-25,nP7jr1qB,Tiafoe F.,Borges N.,Borges N.,2:0,2,tiafoe-frances,borges-nuno,4,12,,,,,29,40,28,40,14,21,11,26,,,,
2026,Acapulco,atp500,hard,2026-02-25,C0bmEp6J,Hijikata R.,Bellucci M.,Bellucci M.,0:2,0,hijikata-rinky,bellucci-mattia,1,6,,,,,28,39,24,34,12,42,13,30,,,,
2026,Acapulco,atp500,hard,2026-02-25,IkRQRuaU,Dzumhur D.,Monfils G.,Monfils G.,0:2,0,dzumhur-damir,monfils-gael,0,8,,,,,28,48,29,38,14,34,14,32,,,,
2026,Dubai,atp250,hard,2026-02-25,r9jiqPCq,Auger Aliassime F.,Mpetshi Perricard G.,Auger Aliassime F.,2:0,2,auger-aliassime-felix,mpetshi-perricard-giovanni,8,11,,,,,29,35,28,41,9,14,8,20,,,,
2026,Dubai,atp250,hard,2026-02-25,pSgzt1s1,Carreno Busta P.,Lehecka J.,Lehecka J.,0:2,0,carreno-busta-pablo,lehecka-jiri,5,16,,,,,27,45,40,54,14,22,16,31,,,,
2026,Dubai,atp250,hard,2026-02-25,URPd6rYF,Medvedev D.,Wawrinka S.,Wawrinka S.,2:0,2,medvedev-daniil,wawrinka-stan,7,3,,,,,24,32,20,34,3,11,10,33,,,,
2026,Dubai,atp250,hard,2026-02-25,AgXdyPG6,Brooksby J.,Khachanov K.,Khachanov K.,2:0,2,brooksby-jenson,khachanov-karen,4,7,,,,,36,48,37,47,19,26,10,18,,,,
2026,Dubai,atp250,hard,2026-02-25,bwAzZVNt,Rublev A.,Humbert U.,Humbert U.,2:1,2,rublev-andrey,humbert-ugo,15,17,,,,,55,63,48,62,17,35,20,41,,,,
2026,Dubai,atp250,hard,2026-02-25,YgmPMP1D,Rinderknech A.,Draper J.,Draper J.,2:1,2,rinderknech-arthur,draper-jack,20,11,,,,,65,77,52,65,13,31,22,34,,,,
2026,Dubai,atp250,hard,2026-02-25,rRZQESxP,Mensik J.,Popyrin A.,Popyrin A.,2:0,2,mensik-jakub,popyrin-alexei,7,4,,,,,24,29,17,28,12,20,8,18,,,,
2026,Dubai,atp250,hard,2026-02-25,KbZMGLAd,Griekspoor T.,Bublik A.,Bublik A.,2:0,2,griekspoor-tallon,bublik-alexander,14,12,,,,,35,40,31,42,15,21,12,22,,,,
2026,Santiago,atp250,hard,2026-02-25,8MfXRm3L,Passaro F.,Vallejo D.,Vallejo D.,0:1,0,passaro-francesco,vallejo-daniel,2,2,,,,,19,37,18,24,6,15,7,15,,,,
2026,Santiago,atp250,hard,2026-02-25,xWXiG8l3,Tabilo A.,Barrios Vera Marcelo T.,Barrios Vera Marcelo T.,2:0,2,tabilo-alejandro,barrios-vera-marcelo-tomas,7,2,,,,,34,45,25,42,9,14,15,29,,,,
2026,Santiago,atp250,hard,2026-02-25,CKIBHetN,Ugo Carabelli C.,Hanfmann Y.,Hanfmann Y.,0:2,0,ugo-carabelli-camilo,hanfmann-yannick,4,5,,,,,31,48,26,37,9,23,15,26,,,,
2026,Santiago,atp250,hard,2026-02-25,dWvPkL3d,Prizmic D.,Gaubas V.,Gaubas V.,1:2,1,prizmic-dino,gaubas-vilius,9,0,,,,,47,65,45,62,16,39,19,39,,,,
2026,Santiago,atp250,hard,2026-02-25,YTFILAiO,Comesana F.,Pellegrino A.,Pellegrino A.,1:2,1,comesana-francisco,pellegrino-andrea,9,3,,,,,53,64,38,54,18,47,34,55,,,,
2026,Acapulco,atp500,hard,2026-02-26,jDWdwnsn,Zverev A.,Kecmanovic M.,Kecmanovic M.,1:2,1,zverev-alexander,kecmanovic-miomir,17,13,,,,,53,65,56,69,15,28,22,35,,,,
2026,Acapulco,atp500,hard,2026-02-26,8IUrxrpJ,Atmane T.,Jodar R.,Jodar R.,2:1,2,atmane-terence,jodar-rafael,6,3,,,,,37,49,29,46,17,26,10,22,,,,
2026,Acapulco,atp500,hard,2026-02-26,lMJHCzzi,Wu Y.,Shimabukuro S.,Shimabukuro S.,2:0,2,wu-yibing,shimabukuro-sho,7,14,,,,,35,43,33,40,17,25,10,19,,,,
2026,Acapulco,atp500,hard,2026-02-26,CnPFjsaC,Svrcina D.,Cobolli F.,Cobolli F.,0:2,0,svrcina-dalibor,cobolli-flavio,2,8,,,,,26,43,37,43,21,31,11,28,,,,
2026,Acapulco,atp500,hard,2026-02-26,WjYCZ3tB,Tiafoe F.,Kovacevic A.,Kovacevic A.,2:1,2,tiafoe-frances,kovacevic-aleksandar,9,19,,,,,42,56,47,62,24,33,23,34,,,,
2026,Acapulco,atp500,hard,2026-02-26,I7WKXsBN,Bellucci M.,Davidovich Fokina A.,Davidovich Fokina A.,2:0,2,bellucci-mattia,davidovich-fokina-alejandro,10,2,,,,,30,33,23,40,8,12,8,17,,,,
2026,Acapulco,atp500,hard,2026-02-26,rqg1Kngc,Vacherot V.,Monfils G.,Monfils G.,2:0,2,vacherot-valentin,monfils-gael,8,5,,,,,29,32,26,38,9,16,8,23,,,,
2026,Acapulco,atp500,hard,2026-02-26,Wbp8rmHR,Nakashima B.,Kypson P.,Kypson P.,2:0,2,nakashima-brandon,kypson-patrick,11,3,,,,,35,39,32,43,9,20,9,26,,,,
2026,Dubai,atp250,hard,2026-02-26,C2iDeGY2,Auger Aliassime F.,Lehecka J.,Auger Aliassime F.,2:0,2,auger-aliassime-felix,lehecka-jiri,16,7,,,,,35,42,42,63,13,22,15,32,,,,
2026,Dubai,atp250,hard,2026-02-26,j7oZQIJr,Medvedev D.,Brooksby J.,Brooksby J.,2:0,2,medvedev-daniil,brooksby-jenson,7,0,,,,,27,35,17,36,4,7,4,10,,,,
2026,Dubai,atp250,hard,2026-02-26,SINoAHht,Rublev A.,Rinderknech A.,Rinderknech A.,2:0,2,rublev-andrey,rinderknech-arthur,5,7,,,,,23,29,19,32,12,22,11,28,,,,
2026,Dubai,atp250,hard,2026-02-26,x6bPjpal,Mensik J.,Griekspoor T.,Griekspoor T.,1:2,1,mensik-jakub,griekspoor-tallon,16,6,,,,,32,47,34,41,12,23,16,28,,,,
2026,Santiago,atp250,hard,2026-02-26,63DrX9hg,Cerundolo F.,Moeller E.,Cerundolo F.,2:0,2,cerundolo-francisco,moeller-elmer,3,1,,,,,25,28,17,29,9,19,7,17,,,,
2026,Santiago,atp250,hard,2026-02-26,0Se9zV8E,Vallejo D.,Nava E.,Nava E.,0:2,0,vallejo-daniel,nava-emilio,3,12,,,,,25,42,41,48,13,25,7,18,,,,
2026,Santiago,atp250,hard,2026-02-26,vsXd0xAm,Garin C.,Baez S.,Baez S.,1:2,1,garin-cristian,baez-sebastian,6,2,,,,,50,65,53,82,12,32,17,33,,,,
2026,Santiago,atp250,hard,2026-02-26,l0pwp86N,Navone M.,Darderi L.,Darderi L.,1:2,1,navone-mariano,darderi-luciano,1,2,,,,,35,54,37,51,11,32,21,47,,,,
2026,Acapulco,atp500,hard,2026-02-27,8SZIjuS0,Kecmanovic M.,Atmane T.,Atmane T.,2:0,2,kecmanovic-miomir,atmane-terence,5,6,,,,,22,28,26,45,13,19,13,29,,,,
2026,Acapulco,atp500,hard,2026-02-27,raVCCMlK,Wu Y.,Cobolli F.,Cobolli F.,0:2,0,wu-yibing,cobolli-flavio,1,10,,,,,26,37,30,36,9,18,20,38,,,,
2026,Acapulco,atp500,hard,2026-02-27,OCkP6iIb,Tiafoe F.,Bellucci M.,Bellucci M.,2:0,2,tiafoe-frances,bellucci-mattia,5,6,,,,,34,53,22,42,11,26,11,20,,,,
2026,Acapulco,atp500,hard,2026-02-27,xvlccpp9,Vacherot V.,Nakashima B.,Nakashima B.,1:2,1,vacherot-valentin,nakashima-brandon,9,8,,,,,38,53,40,51,12,24,9,19,,,,
2026,Dubai,atp250,hard,2026-02-27,E9YBAgc6,Auger Aliassime F.,Medvedev D.,Medvedev D.,0:2,0,auger-aliassime-felix,medvedev-daniil,7,7,,,,,28,44,23,26,8,20,13,17,,,,
2026,Dubai,atp250,hard,2026-02-27,YJUATduI,Rublev A.,Griekspoor T.,Griekspoor T.,0:2,0,rublev-andrey,griekspoor-tallon,20,19,,,,,40,47,42,57,13,23,17,25,,,,
2026,Santiago,atp250,hard,2026-02-27,4ML7h3Ua,Tabilo A.,Tirante Thiago A.,Tirante Thiago A.,2:1,2,tabilo-alejandro,tirante-thiago-agustin,7,6,,,,,33,45,40,58,19,28,16,36,,,,
2026,Santiago,atp250,hard,2026-02-27,jXYfxRNk,Cerundolo F.,Nava E.,Cerundolo F.,2:0,2,cerundolo-francisco,nava-emilio,1,2,,,,,21,26,17,34,9,15,7,22,,,,
2026,Santiago,atp250,hard,2026-02-27,EiiMQxjl,Hanfmann Y.,Gaubas V.,Gaubas V.,2:1,2,hanfmann-yannick,gaubas-vilius,5,4,,,,,34,46,43,70,18,31,7,23,,,,
2026,Santiago,atp250,hard,2026-02-27,MXbbRObk,Pellegrino A.,Darderi L.,Darderi L.,1:2,1,pellegrino-andrea,darderi-luciano,0,7,,,,,32,49,30,35,20,45,17,34,,,,
2026,Acapulco,atp500,hard,2026-02-28,fuhAA6AC,Kecmanovic M.,Cobolli F.,Cobolli F.,1:2,1,kecmanovic-miomir,cobolli-flavio,7,13,,,,,42,57,36,49,21,39,23,46,,,,
2026,Acapulco,atp500,hard,2026-02-28,vq4psa2l,Tiafoe F.,Nakashima B.,Nakashima B.,2:1,2,tiafoe-frances,nakashima-brandon,7,16,,,,,45,62,48,68,19,44,18,33,,,,
2026,Santiago,atp250,hard,2026-02-28,Ue9UcTQ6,Tabilo A.,Baez S.,Baez S.,0:2,0,tabilo-alejandro,baez-sebastian,6,1,,,,,24,33,40,53,8,19,11,17,,,,
2026,Santiago,atp250,hard,2026-02-28,GnYX27Xp,Cerundolo F.,Hanfmann Y.,Hanfmann Y.,0:2,0,cerundolo-francisco,hanfmann-yannick,5,0,,,,,27,39,27,34,7,15,16,24,,,,
2026,Santiago,atp250,hard,2026-02-28,G2IhdZlT,Baez S.,Darderi L.,Darderi L.,0:2,0,baez-sebastian,darderi-luciano,0,2,,,,,20,31,22,31,9,20,18,37,,,,
2026,Acapulco,atp500,hard,2026-03-01,zTrbUJ0C,Cobolli F.,Tiafoe F.,Tiafoe F.,2:0,2,cobolli-flavio,tiafoe-frances,10,6,,,,,42,53,35,48,9,19,16,36,,,,
2026,Santiago,atp250,hard,2026-03-01,KYJ56E8L,Hanfmann Y.,Darderi L.,Darderi L.,0:2,0,hanfmann-yannick,darderi-luciano,10,6,,,,,32,45,39,49,14,26,13,22,,,,
2026,Indian Wells,masters,hard,2026-03-04,xzSI5R2m,Fucsovics M.,O Connell C.,O Connell C.,2:0,2,fucsovics-marton,o-connell-christopher,5,5,,,,,33,40,24,36,9,14,15,31,,,,
2026,Indian Wells,masters,hard,2026-03-04,ptwWcREs,Bellucci M.,Diallo G.,Diallo G.,0:2,0,bellucci-mattia,diallo-gabriel,8,10,,,,,38,53,38,50,16,30,15,25,,,,
2026,Indian Wells,masters,hard,2026-03-04,Ecn03miK,Altmaier D.,Kecmanovic M.,Kecmanovic M.,0:1,0,altmaier-daniel,kecmanovic-miomir,6,7,,,,,19,33,16,18,8,18,8,14,,,,
2026,Indian Wells,masters,hard,2026-03-04,4ppwiJ1c,Ugo Carabelli C.,Damm Martin 2.,Damm Martin 2.,2:0,2,ugo-carabelli-camilo,damm-martin-2003,8,9,,,,,42,50,31,43,17,33,16,27,,,,
2026,Indian Wells,masters,hard,2026-03-04,8MnbvtIi,Opelka R.,Quinn E.,Quinn E.,2:0,2,opelka-reilly,quinn-ethan,17,5,,,,,39,46,38,53,13,21,14,32,,,,
2026,Indian Wells,masters,hard,2026-03-04,dQiMYynT,Halys Q.,Walton A.,Walton A.,0:2,0,halys-quentin,walton-adam,7,12,,,,,19,25,34,42,10,20,9,22,,,,
2026,Indian Wells,masters,hard,2026-03-04,nifEupaD,Navone M.,Giron M.,Giron M.,1:2,1,navone-mariano,giron-marcos,4,5,,,,,49,69,44,61,7,24,13,25,,,,
2026,Indian Wells,masters,hard,2026-03-04,l0lEzbHG,Bergs Z.,Struff Jan L.,Struff Jan L.,2:0,2,bergs-zizou,struff-jan-lennard,5,5,,,,,27,31,31,39,14,22,10,25,,,,
2026,Indian Wells,masters,hard,2026-03-04,6Xpgk6I6,Svrcina D.,Duckworth J.,Duckworth J.,2:0,2,svrcina-dalibor,duckworth-james,3,4,,,,,34,41,24,39,11,26,13,25,,,,
2026,Indian Wells,masters,hard,2026-03-05,bTAYNKXA,Atmane T.,Dimitrov G.,Dimitrov G.,1:2,1,atmane-terence,dimitrov-grigor,10,3,,,,,46,63,43,58,21,54,17,36,,,,
2026,Indian Wells,masters,hard,2026-03-05,AmQQ35Xa,Shevchenko A.,Shimabukuro S.,Shimabukuro S.,2:1,2,shevchenko-alexander,shimabukuro-sho,8,6,,,,,35,48,33,46,24,43,23,45,,,,
2026,Indian Wells,masters,hard,2026-03-05,jNDQUSpe,Majchrzak K.,Mpetshi Perricard G.,Mpetshi Perricard G.,2:1,2,majchrzak-kamil,mpetshi-perricard-giovanni,6,11,,,,,39,52,48,63,11,23,7,27,,,,
2026,Indian Wells,masters,hard,2026-03-05,CjciTF9j,Hurkacz H.,Kovacevic A.,Kovacevic A.,0:2,0,hurkacz-hubert,kovacevic-aleksandar,10,9,,,,,43,58,44,56,13,27,15,26,,,,
2026,Indian Wells,masters,hard,2026-03-05,EPSoiSmf,Tseng Chun H.,Baez S.,Baez S.,0:2,0,tseng-chun-hsin,baez-sebastian,0,0,,,,,25,40,31,40,4,17,5,12,,,,
2026,Indian Wells,masters,hard,2026-03-05,Gnj6xKn4,Fearnley J.,Dzumhur D.,Dzumhur D.,2:0,2,fearnley-jacob,dzumhur-damir,6,1,,,,,28,33,25,43,8,20,7,20,,,,
2026,Indian Wells,masters,hard,2026-03-05,ATw8bAeK,Prizmic D.,Schoolkate T.,Schoolkate T.,2:1,2,prizmic-dino,schoolkate-tristan,7,16,,,,,42,51,55,63,27,42,18,33,,,,
2026,Indian Wells,masters,hard,2026-03-05,23j6qyno,Monfils G.,Galarneau A.,Galarneau A.,2:0,2,monfils-gael,galarneau-alexis,6,1,,,,,32,44,19,35,9,18,11,25,,,,
2026,Indian Wells,masters,hard,2026-03-05,4p4KjA7E,Brooksby J.,Popyrin A.,Popyrin A.,2:0,2,brooksby-jenson,popyrin-alexei,2,8,,,,,34,47,30,47,11,15,8,17,,,,
2026,Indian Wells,masters,hard,2026-03-05,Ewd6s6U0,Berrettini M.,Mannarino A.,Mannarino A.,2:1,2,berrettini-matteo,mannarino-adrian,14,6,,,,,51,69,51,73,16,31,18,40,,,,
2026,Indian Wells,masters,hard,2026-03-05,8tgbqSal,Svajda Z.,Cilic M.,Cilic M.,2:0,2,svajda-zachary,cilic-marin,5,17,,,,,40,47,38,43,15,31,8,24,,,,
2026,Indian Wells,masters,hard,2026-03-05,xvCYS6F7,Fonseca J.,Collignon R.,Collignon R.,2:0,2,fonseca-joao,collignon-raphael,3,5,,,,,34,46,34,50,13,18,12,27,,,,
2026,Indian Wells,masters,hard,2026-03-05,CAmokcW9,Tsitsipas S.,Shapovalov D.,Shapovalov D.,1:2,1,tsitsipas-stefanos,shapovalov-denis,0,3,,,,,33,49,35,45,16,35,12,22,,,,
2026,Indian Wells,masters,hard,2026-03-06,I9FIWlGr,Cerundolo Juan M.,Van De Zandschulp B.,Van De Zandschulp B.,2:1,2,cerundolo-juan-manuel,van-de-zandschulp-botic,12,4,,,,,61,88,47,65,19,40,18,37,,,,
2026,Indian Wells,masters,hard,2026-03-06,jLlofqE6,Borges N.,Nava E.,Nava E.,2:0,2,borges-nuno,nava-emilio,3,12,,,,,43,49,43,61,18,30,18,33,,,,
2026,Indian Wells,masters,hard,2026-03-06,WScliQGr,Zheng M.,Kopriva V.,Kopriva V.,0:2,0,zheng-michael,kopriva-vit,1,3,,,,,37,65,32,47,12,34,16,36,,,,
2026,Indian Wells,masters,hard,2026-03-06,6aPwglJs,Maestrelli F.,Hijikata R.,Hijikata R.,0:2,0,maestrelli-francesco,hijikata-rinky,7,5,,,,,40,52,32,44,7,19,20,32,,,,
2026,Indian Wells,masters,hard,2026-03-06,d4OY1q2C,Arnaldi M.,Mcdonald M.,Mcdonald M.,0:2,0,arnaldi-matteo,mcdonald-mackenzie,2,2,,,,,6,14,18,27,7,20,16,24,,,,
2026,Indian Wells,masters,hard,2026-03-06,2PaCGxQp,Korda S.,Comesana F.,Comesana F.,2:0,2,korda-sebastian,comesana-francisco,0,1,,,,,22,29,14,35,7,20,8,23,,,,
2026,Indian Wells,masters,hard,2026-03-06,voq1mpmJ,Royer V.,Bonzi B.,Bonzi B.,0:2,0,royer-valentin,bonzi-benjamin,4,1,,,,,25,40,29,38,9,20,5,10,,,,
2026,Indian Wells,masters,hard,2026-03-06,Igyvd5qf,Marozsan F.,Bautista Agut R.,Bautista Agut R.,1:2,1,marozsan-fabian,bautista-agut-roberto,7,4,,,,,46,68,47,60,22,41,20,34,,,,
2026,Indian Wells,masters,hard,2026-03-06,xb2SllxR,Tabilo A.,Jodar R.,Jodar R.,2:0,2,tabilo-alejandro,jodar-rafael,4,3,,,,,26,30,14,26,7,13,6,17,,,,
2026,Indian Wells,masters,hard,2026-03-06,6iymBmuQ,Daniel Merida A.,Michelsen A.,Michelsen A.,0:2,0,daniel-merida-aguilar,michelsen-alex,4,6,,,,,23,41,32,41,9,15,9,14,,,,
2026,Indian Wells,masters,hard,2026-03-06,rcSyrJjK,Musetti L.,Fucsovics M.,Fucsovics M.,0:2,0,musetti-lorenzo,fucsovics-marton,1,4,,,,,27,41,29,36,7,24,12,22,,,,
2026,Indian Wells,masters,hard,2026-03-06,OYn52ajf,Prizmic D.,Arthur F.,Arthur F.,0:1,0,prizmic-dino,arthur-fils,0,1,,,,,13,21,15,21,11,23,11,15,,,,
2026,Indian Wells,masters,hard,2026-03-06,MDS4rAOs,Cobolli F.,Kecmanovic M.,Kecmanovic M.,2:1,2,cobolli-flavio,kecmanovic-miomir,13,1,,,,,33,43,33,45,21,41,20,41,,,,
2026,Indian Wells,masters,hard,2026-03-06,0pqmLtRG,Nakashima B.,Ugo Carabelli C.,Ugo Carabelli C.,2:0,2,nakashima-brandon,ugo-carabelli-camilo,13,3,,,,,33,38,26,36,7,11,7,14,,,,
2026,Indian Wells,masters,hard,2026-03-06,ARKqYdun,Berrettini M.,Zverev A.,Zverev A.,0:2,0,berrettini-matteo,zverev-alexander,5,4,,,,,29,38,31,35,7,14,9,11,,,,
2026,Indian Wells,masters,hard,2026-03-06,QoyeBKFr,Shelton B.,Opelka R.,Opelka R.,2:1,2,shelton-ben,opelka-reilly,11,23,,,,,52,60,54,70,26,38,20,33,,,,
2026,Indian Wells,masters,hard,2026-03-06,6ePX45Pb,Walton A.,Tien L.,Tien L.,0:2,0,walton-adam,tien-learner,11,9,,,,,47,67,36,46,13,25,23,36,,,,
2026,Indian Wells,masters,hard,2026-03-07,vH5QWRam,Vacherot V.,Borges N.,Borges N.,2:0,2,vacherot-valentin,borges-nuno,17,6,,,,,37,47,40,58,11,18,11,25,,,,
2026,Indian Wells,masters,hard,2026-03-07,bkCvMtBl,Shevchenko A.,Ruud C.,Ruud C.,0:2,0,shevchenko-alexander,ruud-casper,9,5,,,,,23,36,26,39,11,20,20,23,,,,
2026,Indian Wells,masters,hard,2026-03-07,4WnZhrs2,Djokovic N.,Majchrzak K.,Majchrzak K.,2:1,2,djokovic-novak,majchrzak-kamil,5,3,,,,,42,54,39,62,12,27,14,37,,,,
2026,Indian Wells,masters,hard,2026-03-07,AJK3XqY7,Kovacevic A.,Moutet C.,Moutet C.,2:0,2,kovacevic-aleksandar,moutet-corentin,2,4,,,,,30,42,25,36,14,27,4,17,,,,
2026,Indian Wells,masters,hard,2026-03-07,EgxD03Ji,Cerundolo F.,Bonzi B.,Bonzi B.,2:1,2,cerundolo-francisco,bonzi-benjamin,6,4,,,,,51,70,57,88,21,45,8,21,,,,
2026,Indian Wells,masters,hard,2026-03-07,lWCv4xQq,Bautista Agut R.,Draper J.,Draper J.,1:2,1,bautista-agut-roberto,draper-jack,1,9,,,,,39,59,35,40,6,14,17,30,,,,
2026,Indian Wells,masters,hard,2026-03-07,GUWqoq3T,Rublev A.,Diallo G.,Diallo G.,1:2,1,rublev-andrey,diallo-gabriel,6,12,,,,,44,64,64,82,24,42,13,38,,,,
2026,Indian Wells,masters,hard,2026-03-07,lf3KbHkJ,Monfils G.,Auger Aliassime F.,Auger Aliassime F.,1:2,1,monfils-gael,auger-aliassime-felix,12,14,,,,,48,65,52,64,17,26,20,34,,,,
2026,Indian Wells,masters,hard,2026-03-07,fFpzEgfU,Brooksby J.,Tiafoe F.,Tiafoe F.,0:2,0,brooksby-jenson,tiafoe-frances,6,6,,,,,26,36,27,30,6,24,11,23,,,,
2026,Indian Wells,masters,hard,2026-03-07,xGPHTykg,Davidovich Fokina A.,Svajda Z.,Svajda Z.,2:0,2,davidovich-fokina-alejandro,svajda-zachary,8,10,,,,,33,42,23,37,11,21,9,21,,,,
2026,Indian Wells,masters,hard,2026-03-07,pWP7kqxP,Giron M.,Mensik J.,Mensik J.,0:2,0,giron-marcos,mensik-jakub,2,12,,,,,32,44,41,54,13,25,15,34,,,,
2026,Indian Wells,masters,hard,2026-03-07,MPh57oYj,Khachanov K.,Fonseca J.,Fonseca J.,1:2,1,khachanov-karen,fonseca-joao,12,11,,,,,44,59,53,66,22,38,13,27,,,,
2026,Indian Wells,masters,hard,2026-03-07,ze5H9nNt,Bergs Z.,Paul T.,Paul T.,0:2,0,bergs-zizou,paul-tommy,3,1,,,,,15,26,17,22,11,28,13,17,,,,
2026,Indian Wells,masters,hard,2026-03-07,zR7gmr3t,Etcheverry Tomas M.,Shapovalov D.,Shapovalov D.,1:2,1,etcheverry-tomas-martin,shapovalov-denis,4,14,,,,,42,65,46,64,20,37,15,35,,,,
2026,Indian Wells,masters,hard,2026-03-07,IJzjKFbD,Svrcina D.,Sinner J.,Sinner J.,0:2,0,svrcina-dalibor,sinner-jannik,1,2,,,,,17,38,21,26,9,18,9,12,,,,
2026,Indian Wells,masters,hard,2026-03-08,A7nyIkGU,Alcaraz Garfia C.,Dimitrov G.,Alcaraz Garfia C.,2:0,2,alcaraz-garfia-carlos,dimitrov-grigor,6,1,,,,,27,35,22,29,10,14,5,19,,,,
2026,Indian Wells,masters,hard,2026-03-08,f7CtTqaC,Cerundolo Juan M.,Rinderknech A.,Rinderknech A.,,0,cerundolo-juan-manuel,rinderknech-arthur,0,0,,,,,0,0,0,0,0,0,0,0,,,,
2026,Indian Wells,masters,hard,2026-03-08,EaRKHpWF,Bublik A.,Kopriva V.,Kopriva V.,2:1,2,bublik-alexander,kopriva-vit,10,8,,,,,39,51,43,71,19,28,22,42,,,,
2026,Indian Wells,masters,hard,2026-03-08,Wl5LuNrI,Hijikata R.,Darderi L.,Darderi L.,2:1,2,hijikata-rinky,darderi-luciano,11,5,,,,,31,39,35,55,23,38,21,39,,,,
2026,Indian Wells,masters,hard,2026-03-08,xn8Tw1DU,Norrie C.,Mcdonald M.,Mcdonald M.,2:0,2,norrie-cameron,mcdonald-mackenzie,9,2,,,,,29,36,23,39,11,21,7,22,,,,
2026,Indian Wells,masters,hard,2026-03-08,ro0coREt,Korda S.,De Minaur A.,De Minaur A.,1:2,1,korda-sebastian,de-minaur-alex,6,8,,,,,39,54,37,59,17,37,27,42,,,,
